YearsFromRegistration,powerPS,kilometer,abtest_test,vehicleType_cabrio,vehicleType_coupe,vehicleType_limousine,vehicleType_others,vehicleType_small car,vehicleType_station wagon,vehicleType_suv,fuelType_diesel,fuelType_electro,fuelType_hybrid,fuelType_lpg,fuelType_other,fuelType_petrol,gearbox_manual,notRepairedDamage_yes,brand_encoded,monthOfRegistration_Q2,monthOfRegistration_Q3,monthOfRegistration_Q4,price
13,150,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,16500
9,110,30000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,38,0,1,0,23499
21,136,150000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,0,1,0,3800
15,170,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,10950
12,150,30000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,23,0,0,1,15450
17,116,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21,0,0,1,8750
16,140,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,10,0,0,0,2700
21,105,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,30,0,0,0,3450
18,131,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,9990
24,125,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,22,1,0,0,600
23,50,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,1590
20,75,70000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,0,1,2300
12,75,70000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,0,1,4500
26,60,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,10,0,0,1,799
23,150,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,2000
29,50,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,1,0,0,700
26,101,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1580
26,170,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,1700
19,140,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,0,3500
21,110,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,24,0,0,1,1200
7,170,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,0,1,800
16,224,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,12500
17,140,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,9500
24,50,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,1,0,750
14,150,125000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,1,8600
14,143,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,8600
21,75,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,5690
24,102,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,8900
26,70,60000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,35,1,0,0,3600
21,61,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,1,0,0,3899
16,170,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,0,9999
27,75,60000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,10,0,0,1,490
14,143,125000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,13300
25,99,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,23,1,0,0,400
21,116,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,0,5000
20,86,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,1,0,2500
25,223,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,1699
25,116,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,750
26,150,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,2222
19,68,150000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,10,0,1,0,1099
18,105,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,7900
19,218,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,8450
26,150,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,550
24,150,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1250
20,120,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,23,0,1,0,1600
11,140,70000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,0,24300
16,140,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,38,0,1,0,4200
21,143,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,1,2850
13,239,125000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,23000
13,200,80000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,18900
9,60,10000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,31,0,0,1,6500
21,130,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,1,0,0,3300
16,141,100000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,12,0,0,1,6990
27,125,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1500
13,140,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38,1,0,0,12500
26,90,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,0,0,350
18,280,60000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,23,0,0,0,14900
21,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,1,0,0,1499
16,80,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,31,1,0,0,3000
19,102,125000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,38,1,0,0,1800
26,110,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,20,1,0,0,450
26,55,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,450
26,136,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,11,0,0,0,800
22,125,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,0,0,2490
22,105,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,1,0,1550
22,101,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24,0,0,1,999
13,150,80000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,36,0,1,0,17999
21,110,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,38,0,0,0,1950
16,109,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10,0,0,1,5000
21,75,150000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,2450
12,140,80000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,13100
32,192,150000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,0,1000
33,90,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,390
19,105,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,5299
21,101,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,1,2799
15,77,60000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,9,0,1,0,5699
15,235,125000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,18900
16,109,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20,0,0,0,3500
16,122,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,12,0,1,0,3800
21,58,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,1,0,750
25,110,5000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,4,0,0,0,600
25,90,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,27,1,0,0,190
26,100,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,150
20,82,125000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,1,5300
12,170,90000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,20,1,0,0,22900
7,86,20000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,15,0,0,1,9050
23,118,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2600
15,90,100000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,1,0,6500
22,116,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,2450
13,275,90000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,1,31900
21,116,150000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,27,0,0,1,1900
23,110,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,0,1700
24,125,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,22,1,0,0,550
19,110,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,9,0,0,0,650
23,94,150000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,9,1,0,0,1690
24,101,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,38,0,1,0,1400
7,150,5000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,32900
12,200,70000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10,1,0,0,17850
22,116,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,950
17,68,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,1,0,0,2150
25,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,0,550
21,147,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,2990
23,101,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10,0,0,0,650
14,150,80000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,5799
19,58,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8,0,1,0,444
16,68,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5,0,1,0,2799
15,140,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,9800
21,169,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,27,0,0,0,1000
27,110,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,650
7,110,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,800
10,105,50000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,0,16900
26,89,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,11,0,0,0,500
24,75,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,1990
5,68,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,2399
17,90,125000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,36,0,0,1,5200
19,120,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,25,0,1,0,2990
19,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,0,1,1600
28,228,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,1,0,0,5990
16,129,150000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,35,0,1,0,7499
7,60,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,1480
24,120,150000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,18,1,0,0,2950
27,110,150000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,1550
19,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,1,1999
20,130,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,36,0,0,1,4200
24,50,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,1250
11,86,60000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,30,0,0,0,8700
25,286,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,2200
21,207,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,1,0,2222
5,110,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,1,1599
18,170,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,8300
24,220,125000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,7000
22,41,150000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,32,0,0,1,1390
25,110,150000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,38,1,0,0,300
12,184,90000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,21,0,0,1,17650
19,140,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,6200
25,54,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24,0,1,0,250
14,80,70000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,7699
15,170,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,1,0,6300
11,90,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,0,1,7500
22,118,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,2490
8,220,10000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38,1,0,0,27990
13,140,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,1,9000
13,60,60000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,0,3500
23,90,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,500
23,110,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,3600
19,90,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,2400
29,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,950
14,120,90000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,0,0,0,7450
15,286,100000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,11000
21,110,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,19,0,1,0,2500
29,48,125000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38,1,0,0,700
22,58,125000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,0,1,1500
19,110,60000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,1,0,0,5900
18,69,150000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,24,1,0,0,3490
33,55,5000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,600
24,150,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1900
18,150,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,8200
28,101,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24,0,0,1,799
10,170,40000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,31900
24,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,1,0,0,550
19,340,150000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,0,0,1,12499
20,163,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38,0,0,0,3999
16,190,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20,1,0,0,9950
15,143,125000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20,0,1,0,4500
23,75,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,2100
14,95,90000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,25,0,1,0,7100
16,75,125000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,24,0,0,0,4500
7,45,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,500
19,110,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,18,1,0,0,3900
16,150,60000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,25,0,1,0,3500
19,272,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,5400
23,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,0,1650
23,75,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,0,850
15,330,30000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,18499
21,110,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,1,1499
13,163,125000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,39,1,0,0,17500
6,103,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,9,0,0,1,2200
24,136,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,1650
26,50,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,30,0,1,0,600
12,160,40000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,18000
23,60,70000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,30,0,0,1,2450
24,68,70000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,34,0,0,1,1700
6,110,80000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,1,1999
17,140,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,38,1,0,0,7990
29,75,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,850
6,179,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,10950
17,177,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,36,0,1,0,5300
33,98,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,4250
22,143,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,1,0,0,1999
16,218,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,12800
22,125,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,20,0,0,0,2000
16,45,80000,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,32,0,1,0,6800
17,163,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,1,0,0,7450
16,140,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,7900
22,109,150000,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,38,0,0,0,2200
18,110,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,1,0,2900
20,170,150000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,0,1,0,3350
18,86,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,0,1,0,850
19,131,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,7999
18,102,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,38,1,0,0,2990
25,102,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,20,1,0,0,1000
27,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,750
18,140,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,1,6499
12,143,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,9999
18,116,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,4200
11,102,30000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,31,0,0,0,10890
20,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,24,0,0,0,850
25,101,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,0,1,0,1200
25,110,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,0,1,0,150
16,116,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,7500
18,155,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,10,0,1,0,3400
22,192,150000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,5000
13,286,150000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,24999
29,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,300
18,101,50000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,10,0,1,0,3800
15,150,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,23,0,0,0,9750
16,500,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,26,0,0,0,21990
29,45,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,550
21,223,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,0,0,0,3299
25,75,150000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,0,999
24,170,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,39,0,0,0,600
19,131,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,38,0,0,0,999
27,66,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,1,0,750
10,60,70000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,7449
15,69,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,1,0,0,1450
20,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,1,0,1499
18,75,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,4850
22,220,150000,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,20,0,0,0,10999
26,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,0,749
9,86,20000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,13999
13,110,90000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,27,1,0,0,7000
19,95,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,20,0,0,1,3390
10,110,50000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,31,0,0,0,16350
32,98,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,38,0,1,0,6999
22,110,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,0,0,550
9,160,30000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,38,1,0,0,27800
16,140,125000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,12,0,1,0,7250
16,136,80000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,0,1,0,6200
16,101,80000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,1,5200
30,113,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,300
7,170,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,31,1,0,0,14000
11,140,20000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,11500
21,80,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,1,0,3490
18,111,80000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,0,1,3900
13,122,100000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,10999
5,110,40000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,27,1,0,0,6600
19,192,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,19,0,0,0,2800
14,143,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,11100
34,90,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,1500
20,110,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,1,2000
15,110,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,10,1,0,0,6200
19,54,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,1,0,1850
21,131,150000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30,1,0,0,950
11,163,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,20,0,0,0,16999
15,150,125000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24,0,0,1,7500
17,95,100000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,32,1,0,0,4999
30,185,150000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,14,0,1,0,1000
26,140,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3900
25,99,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,22,0,0,0,4200
17,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,1750
16,179,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,6000
28,75,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,20,0,0,0,1500
15,143,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,7800
23,110,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,24,1,0,0,249
23,231,150000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,4100
17,163,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,8999
24,299,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,5699
31,90,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1199
11,102,60000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,1,10590
19,77,125000,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,36,1,0,0,5800
24,75,90000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,30,1,0,0,999
25,116,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,1,0,4490
16,143,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,6800
23,105,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,1999
20,110,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,2200
16,170,90000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38,0,0,0,11500
